CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ
1,high-prob-with-keyword,After lots of iteration on the right way to expose this stuff I think I landed on the simplest possible solution that likely wont need huge refactoring in the nearterm Going over this with ADAM tomorrow but wanted to get this out with plenty of time for feedback before I leave for a week The documentationcomments are sorely lacking and theres a couple simple TODOs Im going to address these tomorrow so no need to prod too much on that,None,0,0,0,0,0,0,0,0,0,0,0,0
2,high-prob-with-keyword,in the customer churn table change the value of female as 1 and male as 0,None,0,0,0,0,0,0,0,0,0,0,0,0
3,high-prob-with-keyword,If i am an old lady who may doesnt have good sights I may need walk closer to see the bullentin board So I suggest if the size of letter can become larger would be grateful,None,0,0,0,0,0,0,0,0,0,0,0,0
4,high-prob-with-keyword,We need to create a user input field so we know weather to generate a male or female identity,None,0,0,0,0,0,0,0,0,0,0,0,0
5,high-prob-with-keyword,Why are there 3 different male and 2 female categories Is it case sensitivity issue 2 Interpretation,None,0,0,0,0,0,0,0,0,0,0,0,0
6,high-prob-with-keyword,Father i require more juice see keybindsjson and voila,None,0,0,0,0,0,0,0,0,0,0,0,0
7,high-prob-with-keyword,Where are the business women,None,0,0,0,0,0,0,0,0,0,0,0,0
8,high-prob-with-keyword,Update Home Page with Header The home page needs to have a header which says Coding Black Females Community,None,0,0,0,0,0,0,0,0,0,0,0,0
9,high-prob-with-keyword,Seriously My niece is 6 and can use bbcode better than you guys,None,0,0,0,0,0,0,0,0,0,0,0,0
10,high-prob-with-keyword,Raycast Girl Looking at Cameras so girl can see you if you shoot out of camera she is facing,None,0,0,0,0,0,0,0,0,0,0,0,0
11,high-prob-with-keyword,Not an issue but a request Would like a skin without the skirt since 2B looks much wider with the skirt it looks as if the skirt tried to extend to the sides Thanks,None,0,0,0,0,0,0,0,0,0,0,0,0
12,high-prob-with-keyword,Localize for WWP Yay Women Who WP,None,0,0,0,0,0,0,0,0,0,0,0,0
13,high-prob-with-keyword,Ignore this please I was having a blonde moment,None,0,0,0,0,0,0,0,0,0,0,0,0
14,high-prob-with-keyword,httpi5walmartimagescomdfwdce07b8cf897k2_4a0e9d51e2c94316a7b61ce21dfc8bb2v2jpg The game needs her syrupy goodness,None,0,0,0,0,0,0,0,0,0,0,0,0
15,high-prob-with-keyword,damn that lil woofer is too cute i think i haz cuteness overload,None,0,0,0,0,0,0,0,0,0,0,0,0
16,high-prob-with-keyword,Aunt Jemima is a female character Add the female attributes to her,None,0,0,0,0,0,0,0,0,0,0,0,0
17,high-prob-with-keyword,added license i do this because stella is lazy,None,0,0,0,0,0,0,0,0,0,0,0,0
18,high-prob-with-keyword,added conditionals to grandmarb shes still pretty deaf unfortunately,None,0,0,0,0,0,0,0,0,0,0,0,0
19,high-prob-with-keyword,Add Organization  Vue Vixens Add Vue Vixens  Vue Vixens are foxy people who identify as women and who want to learn Vuejs to make websites and mobile apps,None,0,0,0,0,0,0,0,0,0,0,0,0
20,high-prob-with-keyword,IN5A IN5B IN6 completed and added to framework Great team work ladies,None,0,0,0,0,0,0,0,0,0,0,0,0
21,lgbtq-keywords,Volunteer Orientation Seattle Lesbian  Gay Film Festival,None,0,0,0,0,0,0,0,0,0,0,0,0
22,lgbtq-keywords,Would be cool to add a flag that if the bio contains the transgender flag or pronouns the script fails,None,0,0,0,0,0,0,0,0,0,0,0,0
23,lgbtq-keywords,When introducing the US womens movement you recognize from the outset the drawbacks and criticism facing this wave lens of analysis It appears that this framework effectively highlights a social movement form as shaped by the white middleclass women Yet in the US there is a long track record of white activists reengineering or rebranding or reprioritizing social movement forms in which working class peoplepeople of color had already completed significant amounts of organizing and work  to make the movement more palatable to white mainstream America For example Gay Liberation was overhauled as a gay rights movement and priorities shifted from universal healthcare and antiracism to samesex marriage Was it a concern for you that using this framework of analysis possibly over emphasizes the contributions of white feminist activists and organizations How did you reconcile using the wave framework while still attempting to capture a representative essence of the movement,None,0,0,0,0,0,0,0,0,0,0,0,0
24,lgbtq-keywords,when data is queered from the serve array of categories id is generated,None,0,0,0,0,0,0,0,0,0,0,0,0
25,lgbtq-keywords,When a guy hooks up with a lot of girls hes a player But when I do it Im a lesbian,None,0,0,0,0,0,0,0,0,0,0,0,0
99,lgbtq-keywords,If I am not mistaken homosexual behavior has been documented in many species from bonobos to mosquitoes It seems I am correct,None,0,0,0,0,0,0,0,0,0,0,0,0
100,lgbtq-keywords,I was struck by their incredible resilience joy and determination in fighting for their LGBTQ rights in a country where homosexuality is still illegal I wanted to make something that simply told their story about strength life and a need to love freely in Freetown,None,0,0,0,0,0,0,0,0,0,0,0,0
101,lgbtq-keywords,I tried to push an updated survey_immigration based on surveys used in gay rights project httpsgithubcomfsoltdcpo_gayrightsissues4 but I was forbidden to push,None,0,0,0,0,0,0,0,0,0,0,0,0
102,lgbtq-keywords,I think it would be good to have definitions for the following  Queer  Nonbinary  Asexual  Aromantic  Allosexual  Alloromantic  NeurotypicalNeuroatypical  Body Positivity or something relating to sizeism anyway  could also include fat shaming siziesim thin privilige  Invisible Illness Im sure Im missing some other ones but I think these would make great additions to our shiny new glossary ,None,0,0,0,0,0,0,0,0,0,0,0,0
103,lgbtq-keywords,I need a gay character,None,0,0,0,0,0,0,0,0,0,0,0,0
104,lgbtq-keywords,i know this sounds idiotic but because im an absolute trash bisexual i have developed quite the thing for pierre no current marriage mods make him romanceablemarryable and id like to change that however im not a coder,None,0,0,0,0,0,0,0,0,0,0,0,0
105,lgbtq-keywords,I have no problem with a transgender finding love but Im simply not interested in dating someone who falls into that category,None,0,0,0,0,0,0,0,0,0,0,0,0
106,lgbtq-keywords,I found when I use apscheduler to execute cancel job with requests on the same machine with scrapyd I can receive scrapyd response successful but cannot cancel the job With curl or postman there is no problemFinally I add a argument signalTERM to the canceljson its just ok very queer ,None,0,0,0,0,0,0,0,0,0,0,0,0
107,lgbtq-keywords,I focused more on reading rather than coding Currently Im reading Transgender History by Susan Stryker Something that I had learne,None,0,0,0,0,0,0,0,0,0,0,0,0
108,lgbtq-keywords,I am once again making a test O_o O_o UwU gaymer,None,0,0,0,0,0,0,0,0,0,0,0,0
109,lgbtq-keywords,However we find that the label homosexual has emerged to be much more strongly associated with dehumanizing attitudes than other labels such as gay Our proposed techniques highlight processes of linguistic variation and change in discourses surrounding marginalized groups,None,0,0,0,0,0,0,0,0,0,0,0,0
110,lgbtq-keywords,However lesbians cannot be detected and are counted up only when they are witnessed,None,0,0,0,0,0,0,0,0,0,0,0,0
111,lgbtq-keywords,Hi Succes met nakijken Groetjes Tommy,None,0,0,0,0,0,0,0,0,0,0,0,0
112,lgbtq-keywords,Hi team Im currently moving house but Im hoping to get a new version up by the end of the month The move is going to give me a couple more free hours every day and I would like to be more active on this again That said its really not fair to anyone that updates are entirely dependent on my personal schedule Theres a few ways we can mitigate this without giving any one person total control of the project and I thought it was worth discussing One options is that we either find or found a small LGBT organisation to manage this aspect and the members of that organisation would be responsible for pushing updates to the web stores Another option is that we set up Group Publishinghttpsdeveloperchromecomwebstoregrouppublishers and add other trusted accounts to the plugin for the Chrome and Firefox web stores then updates can be pushed by multiple people Any ideas and suggestions welcome Thank you all for contributing to Deadname Remover We recently hit thirty thousand Chrome installs,None,0,0,0,0,0,0,0,0,0,0,0,0
113,lgbtq-keywords,Hi my name is Thomas I am 17 years old and this is my about me Im pansexual and transgender I spend most of my free time coding or playing video games with my amazing friends I personally love,None,0,0,0,0,0,0,0,0,0,0,0,0
114,lgbtq-keywords,hi gays i am new in asterisk and this question make me in problem can i make a call to an extension using nodeariclient ARI APIs if yes tell me how and if no give me a key for do it using api thank you,None,0,0,0,0,0,0,0,0,0,0,0,0
115,lgbtq-keywords,Hi gaymers Im new to open source and I really want to find an image editor to contribute to I wanted to contribute to this project but I found that you have over 5500 files with the offensive slur gimp in their name   cd Glimpse  find   grep gimp  greptxt  wc l greptxt 5567  Is there a reason that the devs chose to name the files this way I dont feel comfortable working on something like this Here is the full list of files with the slur in their name greptxthttpsgithubcomglimpseeditorGlimpsefiles6066317greptxt,None,0,0,0,0,0,0,0,0,0,0,0,0
116,lgbtq-keywords,Hey gays This is a very very urgent pull request Please hurry up,None,0,0,0,0,0,0,0,0,0,0,0,0
117,lgbtq-keywords,Hello there  With a group of queer friends from the french LGBT community NextGaymer httpsnextgaymercom we decided to try advocating for LGBT themed indie games and their authors and help them make their awesome stuff be more accessible to french speakers After a bit of digging around on itchio we found Butterfly Soup and loved it  And we would love to help and contribute a french translation to it if its fine with you  In order to spread the word about the game to frenchspeakers we then would like to stream this translated version during our third Online Festival at the beginning of april So we wondered if there is anything we could do to ease the integration of the translation in the game given that some of us are devs including me by then  Looking forward to your answer and to help bringing great queer content reach more people in the world ,None,0,0,0,0,0,0,0,0,0,0,0,0
118,lgbtq-keywords,Hello my name is Korin and Im a bisexual,None,0,0,0,0,0,0,0,0,0,0,0,0
119,lgbtq-keywords,Great plugin guys This has really helped me out However Id really like to be able to use the noperms rsync flag so that rsync doesnt chown once its sent the files Is this possible Thanks,None,0,0,0,0,0,0,0,0,0,0,0,0
120,lgbtq-keywords,Great job gays i really love design and the why you organized you structure and functions but i think we all misunderstand error handling we most work hard to get specific error,None,0,0,0,0,0,0,0,0,0,0,0,0
121,lgbtq-keywords,gay lesbian bisexual and trans Have we tested this with the community Is it representative enough,None,0,0,0,0,0,0,0,0,0,0,0,0
122,lgbtq-keywords,Gay Bar is not a restaurant,None,0,0,0,0,0,0,0,0,0,0,0,0
123,lgbtq-keywords,For instance transgender women with F markers may report being asked to take a pregnancy test before xrays despite being unable to become pregnant these facilities are likely not asking transgender men who CAN become pregnant to take pregnancy tests This creates validity challenges with countless diagnostic and treatment tasks all of which can also bear the risk of both stigma and medical risk when we get things wrong,None,0,0,0,0,0,0,0,0,0,0,0,0
124,lgbtq-keywords,For instance look at the problem with homosexuality in the bible Be good and dont be gay For a large majority of people theyll be good and they wont be gay They werent gay in the first place so its no problem But what of the other 1 This mass adoption of values causes so much anxiety stress and destroyed relationships,None,0,0,0,0,0,0,0,0,0,0,0,0
125,lgbtq-keywords,For example click on bisexual tag and get taken to search page with other organizations with a bisexual tag,None,0,0,0,0,0,0,0,0,0,0,0,0
126,lgbtq-keywords,for all my queer people out there,None,0,0,0,0,0,0,0,0,0,0,0,0
127,lgbtq-keywords,fix The lesbian flag pin is no longer upside down,None,0,0,0,0,0,0,0,0,0,0,0,0
128,lgbtq-keywords,fix lesbian flag pin sprite,None,0,0,0,0,0,0,0,0,0,0,0,0
129,lgbtq-keywords,finished sapphic post,None,0,0,0,0,0,0,0,0,0,0,0,0
130,lgbtq-keywords,Federal judge strikes down Tennessees transgender bathroom sign lawSummarySome politions wanted to make a law requiring all bathrooms to have a sign that stated if they allowed trans,None,0,0,0,0,0,0,0,0,0,0,0,0
131,lgbtq-keywords,Ero Detection App  Not detecting lesbian activity,None,0,0,0,0,0,0,0,0,0,0,0,0
132,lgbtq-keywords,eg select the trans flag then type lesbian It considers it valid as soon as it finds the s,None,0,0,0,0,0,0,0,0,0,0,0,0
133,lgbtq-keywords,Do you believe that gay men and lesbians should be free to live their own life as they wish Should it be their own lives ,None,0,0,0,0,0,0,0,0,0,0,0,0
134,lgbtq-keywords,Currently when members are in a voice chat and they become restricted nothing happens to them This will move them to AFK when theyre restricted As a fallback if the AFK channel cant be found for some reason it will mutedeafen them Closes gaymersdiscordDiscoBot202,None,0,0,0,0,0,0,0,0,0,0,0,0
135,lgbtq-keywords,Created Lesbian Artist Statements file,None,0,0,0,0,0,0,0,0,0,0,0,0
136,lgbtq-keywords,Could you develop a method for transmutation where you specify the power and it transmutes rather than based on the flux thanks Tommy,None,0,0,0,0,0,0,0,0,0,0,0,0
137,lgbtq-keywords,Controversies are expected about the proposal but I really hope our homosexual friends can wait a bit longer  he said in a statement This might fall short of expectations but after all its a start,None,0,0,0,0,0,0,0,0,0,0,0,0
138,lgbtq-keywords,Content for most wonderful gays,None,0,0,0,0,0,0,0,0,0,0,0,0
139,lgbtq-keywords,Completion 5 Comprehension Yikes Comments Definitely need more practice and review after cohort,None,0,0,0,0,0,0,0,0,0,0,0,0
140,lgbtq-keywords,By default the flag should contain n strips of equal width with colors in order but some flags work differently For example the transgender flag has symmetrical stripes These flags should have custom plotting functions,None,0,0,0,0,0,0,0,0,0,0,0,0
141,lgbtq-keywords,Bisexual homosexual or similar words that are considered sexual orientation should not be considered dirty naughty or obscene in any matter But maybe I misunderstood the purpose of this project,None,0,0,0,0,0,0,0,0,0,0,0,0
142,lgbtq-keywords,bisexual pride,None,0,0,0,0,0,0,0,0,0,0,0,0
143,lgbtq-keywords,Bisexual and Pansexual Identities Exploring and Challenging Invisibility and Invalidation,None,0,0,0,0,0,0,0,0,0,0,0,0
144,lgbtq-keywords,At time of writing we currently have three gender options  male female and undisclosed These are core parts of the sites functionality as theyre used to match users I am wondering if there are any plans to add gender options for transgender users If not Id like to put forward the suggestion,None,0,0,0,0,0,0,0,0,0,0,0,0
145,lgbtq-keywords,At least in Ballad of Gay Tony the loading screens are often infinite Setting video memory to ridiculous values like 30 as suggested countless times on the internet doesnt help,None,0,0,0,0,0,0,0,0,0,0,0,0
146,lgbtq-keywords,as many of you may know the creator of the monocle engine is transgender therefore her name is maddy thorson as she said I have also fixed the link and changed the name from Matt Thorson to Maddy Thorson,None,0,0,0,0,0,0,0,0,0,0,0,0
147,lgbtq-keywords,As a queer user I need a way to quickly navigate away from the site so that I can keep myself safe,None,0,0,0,0,0,0,0,0,0,0,0,0
148,lgbtq-keywords,As a queer person soon to be married I want to find country specific samesex marriage laws so that I can plan my wedding abroad,None,0,0,0,0,0,0,0,0,0,0,0,0
149,lgbtq-keywords,As a local or an experienced traveller I want to enter text so that I can recommend places to other Black queer people,None,0,0,0,0,0,0,0,0,0,0,0,0
150,lgbtq-keywords,As a Black queer person who owns a business I want to contact the admin so that I can promote my business,None,0,0,0,0,0,0,0,0,0,0,0,0
151,lgbtq-keywords,As a currently largely anonymous website on the internet some people are going to have issues with users who are visibly transgender and not want to encounter them and potentially visibly transgender users are going to have a problem with those users  who they likely also dont want to encounter Undisclosed can be used defacto for this purpose but undisclosed isnt transmalefemale and selecting the option for ones given birth gender is obviously going to be out of the question for these users,None,0,0,0,0,0,0,0,0,0,0,0,0
152,lgbtq-keywords,Around 44 of lesbian and 61 of bisexual women have experienced forms of rape and physical violence by an intimate partner as compared to 35 of straight women,None,0,0,0,0,0,0,0,0,0,0,0,0
153,lgbtq-keywords,Apple Facebook Google Cheer on San Francisco Gay Pride Parade,None,0,0,0,0,0,0,0,0,0,0,0,0
154,lgbtq-keywords,And pink too its color of lesbians,None,0,0,0,0,0,0,0,0,0,0,0,0
155,lgbtq-keywords,All events are intended for people who identify as female or transgender Men are encouraged to attend only when noted on a specific event A few concerns andor questions that I have 1 female or transgender implies that one cannot be both this language could be I am assuming unintentionally discouraging to trans women who often identify as both female _and_ transgender Perhaps this could be changed to All events are intended for people who identify as female andor transgender 2 Female implies a focus on bodies instead of identity I am assuming that the latter is in fact the stronger focus of the organization Perhaps this could be changed to All events are intended for people who identify as women andor transgender 3 Regarding andor transgender are transgender people who do not identify as women considered to fall within the category of Women Who Code If so why If not it seems to me that it would make more sense if this sentence were changed to something like All events are intended for people who identify as women or to express inclusivity which seems to be the purpose of this line in the first place All events are intended for people who identify as women including trans women Just some thoughts interested to know what people think,None,0,0,0,0,0,0,0,0,0,0,0,0
156,lgbtq-keywords,Align female  transgender male inclusion criteria with data elements spreadsheet,None,0,0,0,0,0,0,0,0,0,0,0,0
157,lgbtq-keywords,Adds support for multiple channels and added a config example instead of commiting the actual config to the repo Seems to work ok dont be harsh on me first time doing c ,None,0,0,0,0,0,0,0,0,0,0,0,0
158,lgbtq-keywords,adds new pool topic to toggle transgender status,None,0,0,0,0,0,0,0,0,0,0,0,0
159,lgbtq-keywords,Adds Mee6 DiscoBot and Bot Commander This wont be such a hassle once we have gaymersdiscordDiscoBot110,None,0,0,0,0,0,0,0,0,0,0,0,0
160,lgbtq-keywords,Adding Queer Eye Themes because theyre awesome,None,0,0,0,0,0,0,0,0,0,0,0,0
161,lgbtq-keywords,Added new reddit capability and lesbian flag,None,0,0,0,0,0,0,0,0,0,0,0,0
162,lgbtq-keywords,Add to definition of transgender,None,0,0,0,0,0,0,0,0,0,0,0,0
163,lgbtq-keywords,add some hacking related lesbians,None,0,0,0,0,0,0,0,0,0,0,0,0
164,lgbtq-keywords,Add Goldman Sachs and Lesbians Who Tech event,None,0,0,0,0,0,0,0,0,0,0,0,0
165,lgbtq-keywords,add aliases for homosexual couples,None,0,0,0,0,0,0,0,0,0,0,0,0
166,lgbtq-keywords,add 109 crafty queers and clothing swap,None,0,0,0,0,0,0,0,0,0,0,0,0
167,lgbtq-keywords,About usContact page or email address for Black Queer Travel Guide,None,0,0,0,0,0,0,0,0,0,0,0,0
168,lgbtq-keywords,A administrator had created a BMLT meeting format with trailing whitespace GetSearchResults jsonp returns the format string for a meeting using this format as  formats CLGBTQI NCGB  However the GetFormats call does not return the trailing whitespace   key_string LGBTQI name_string LGBTQI description_string This meeting is focused on the needs of Lesbian Gay Bisexual Transgender Queer and Intersex members of NA lang en id 10 world_id GL root_server_uri httpsnaorgaumain_server format_type_enum FC3   This causes lookups based on a simple split format string by comma to fail Whilst this can be worked around on the client side ideally wed sanitise on input to prevent this from occuring if not a historical issue,None,0,0,0,0,0,0,0,0,0,0,0,0
169,lgbtq-keywords, What would you like us to improve I understand easily http get method thanks to people you gays done good work I that it is good to provide some examples for post method  i am entirely new to i not able to understand this post method like post the some  How important it is Highly,None,0,0,0,0,0,0,0,0,0,0,0,0
170,lgbtq-keywords, Add omnisexual sapphic  Add Jetbrains project dir to gitignore,None,0,0,0,0,0,0,0,0,0,0,0,0
171,lgbtq-keywords, Im not sure if Im posting this issue in the right place I cant find any contact details on the site and this Github account came up when I googled unmung github  Eg queerparty httpwwwunmungcommastoviewurlqueerpartyviewlocal no feed found  is queerparty running 111 or higher httpsqueerpartyabout is running v351trans_rights,None,0,0,0,0,0,0,0,0,0,0,0,0
172,lgbtq-keywords, Zilliqa  Update Add Github GAYMER,None,0,0,0,0,0,0,0,0,0,0,0,0
173,lgbtq-keywords,I can now report that I did not invent my own imaginary Sapphic poem in our last meeting There actually exists a fragment that you can find under Sappho OR Alcaeus in Campbell  and under Incerti Auctoris in Voigt ,None,0,0,0,0,0,0,0,0,0,0,0,0
174,lgbtq-keywords,   I hate people being put into boxes    Pain needs a rework    mental health    Queer    Neurodiversity    Trauma    Grief,None,0,0,0,0,0,0,0,0,0,0,0,0
175,lgbtq-keywords,Whats your sexualityI identify as pansexual due to the fact that I dont like how bisexual doesnt include trans,None,0,0,0,0,0,0,0,0,0,0,0,0
176,lgbtq-keywords,Growing up in Los Angeles as an African American lesbian in the 1960s Gevin found that the world wasnrsquot always forgiving,None,0,0,0,0,0,0,0,0,0,0,0,0
177,lgbtq-keywords,Additionally I would suggest looking into the possibility of overfitting to gender specifically for transgender individuals A very high percentage of respondents who are transgender are aware of care options but if there are not many transgender respondents this may not be representative of transgender individuals and may overfit to those who have responded They also may have some redundant features shown in their random forest data such as age and age_range,None,0,0,0,0,0,0,0,0,0,0,0,0
178,lgbtq-keywords, Title  Zilliqa  Add blog link Gaymer  Updating a token  x Make sure to rebase or clean your history  x PR doesnt have any merge conflict  x In case you are migrating a token delete the old folder in the same PR,None,0,0,0,0,0,0,0,0,0,0,0,0
179,lgbtq-keywords,An issue from the Queer narratives mapped 2 workshop,None,0,0,0,0,0,0,0,0,0,0,0,0
180,lgbtq-keywords, Title Zilliqa Update Website GAYMER  Updating a token  x Make sure to rebase or clean your history  x PR doesnt have any merge conflict  x  In case you are migrating a token delete the old folder in the same PR Make sure your meta JSON is validhttpsjsonlintcom at all times before submitting a PR and conforms to the spec PRs will be closed without notice if failing to follow these simple instructions,None,0,0,0,0,0,0,0,0,0,0,0,0
181,lgbtq-keywords, Title zilliqa Update Gaymer GAYMER  Updating a token  x Make sure to rebase or clean your history  x PR doesnt have any merge conflict  x In case you are migrating a token delete the old folder in the same PR,None,0,0,0,0,0,0,0,0,0,0,0,0
182,no-keyword,This means that track will only get trackremoved if it has a teardown defined I dont think that is right and this should be moved outside this if block maybe right below the indexWasAt  index statement,None,0,0,0,0,0,0,0,0,0,0,0,0
183,no-keyword,Yep you are right the problem is that we dont know if more headers have been added Another option is to create a refresh method and call it from outside every time a new header is createdremoved Makes sense for me,None,0,0,0,0,0,0,0,0,0,0,0,0
184,no-keyword,I think you might need to prefix the string with  like above because of some other processing we do later on the chain with error messages Also if we dont allow the comma at all in a collection title the reserved string  doesnt make sense sin,None,0,0,0,0,0,0,0,0,0,0,0,0
185,no-keyword,I think autosubmitting to cause a full page refresh would be a pretty bad experience so Id probably prefer they had to trigger the submit manually,None,0,0,0,0,0,0,0,0,0,0,0,0
186,no-keyword,Yes Im removing it now  thanks for noticing this,None,0,0,0,0,0,0,0,0,0,0,0,0
187,no-keyword,Parentheses are not needed if parsedimage is not None,None,0,0,0,0,0,0,0,0,0,0,0,0
188,no-keyword,file name need to update and move to api folder,None,0,0,0,0,0,0,0,0,0,0,0,0
189,no-keyword,Why this last comma,None,0,0,0,0,0,0,0,0,0,0,0,0
190,no-keyword,Yeah specifically here lets also not load the entire file into memory just for the first 10 lines,None,0,0,0,0,0,0,0,0,0,0,0,0
191,no-keyword,What do you mean by this is a static class Theres really no such thing Do you mean abstract class,None,0,0,0,0,0,0,0,0,0,0,0,0
192,no-keyword,Just as a reminder you probably also want to update the Rubocop version here httpsgithubcomexercismwebsiteblobmaingithubworkflowstestsymlL28,None,0,0,0,0,0,0,0,0,0,0,0,0
193,no-keyword,Simons meeting on Friday afternoon was about moving to reqloggermethod as that way we can track an error from start to finish using the correlation id,None,0,0,0,0,0,0,0,0,0,0,0,0
194,no-keyword,yeah fixed that and case should have been frac autotyping error,None,0,0,0,0,0,0,0,0,0,0,0,0
195,no-keyword,minor end new enum members with  its valid C and it means the next update wont create a larger diff since your line wont have to be modified,None,0,0,0,0,0,0,0,0,0,0,0,0
196,no-keyword,Are these loops really good candidates for dynamic scheduling The probability of load imbalance seems low without any control flow,None,0,0,0,0,0,0,0,0,0,0,0,0
197,no-keyword,I dont think so I can see this being useful in some situations or tasks during development,None,0,0,0,0,0,0,0,0,0,0,0,0
198,no-keyword,It shouldnt be caught as it is caught again and converted to InvalidListenerConfigurationException at a higher level the check method We can just replace if thisisCallable to thislistenerFactorycreatedefinition,None,0,0,0,0,0,0,0,0,0,0,0,0
296,no-keyword,please add description what this test is intended to check,None,0,0,0,0,0,0,0,0,0,0,0,0
297,no-keyword,Just moving the  into AxisMapping itself for consistency with DimensionMapping,None,0,0,0,0,0,0,0,0,0,0,0,0
298,no-keyword,good catch pun intended,None,0,0,0,0,0,0,0,0,0,0,0,0
299,no-keyword,Does the Parameters file no longer need removing,None,0,0,0,0,0,0,0,0,0,0,0,0
300,no-keyword,Update this trigger If it is possible to minimize the logic,None,0,0,0,0,0,0,0,0,0,0,0,0
301,no-keyword,Was failing without it,None,0,0,0,0,0,0,0,0,0,0,0,0
302,no-keyword,same as above comment,None,0,0,0,0,0,0,0,0,0,0,0,0
303,no-keyword,This test doesnt test anything except whether you defined the variable or not If you want to test whether the filter does anything you should do that by asserting what is and is not on the page after you render it,None,0,0,0,0,0,0,0,0,0,0,0,0
304,no-keyword,maybe explicitly set dir to be an int8_t,None,0,0,0,0,0,0,0,0,0,0,0,0
305,no-keyword,just thinking from the exam perspective if someones asked about this piece of code its immediately clear where does it take that number from,None,0,0,0,0,0,0,0,0,0,0,0,0
306,no-keyword,yes both of them will have the typeofgoal field,None,0,0,0,0,0,0,0,0,0,0,0,0
307,no-keyword,Thanks for pointing this Will verify in the code Will fix that if there is no default value passed,None,0,0,0,0,0,0,0,0,0,0,0,0
308,no-keyword,kostyrin I confirmed that If we need to improve performance we can minimize event with ObjectId and ObjectType,None,0,0,0,0,0,0,0,0,0,0,0,0
309,no-keyword,Put this comment about the structure of the GSAs email on the regex not here,None,0,0,0,0,0,0,0,0,0,0,0,0
